hpo_id,hpo_label,snomed_ct_us,cardinality,loss_modifier_dim,loss_granularity
HP:0012646,Retractile testis,21779006,exact,,no
HP:0012652,Exercise-induced asthma,31387002,exact,,no
HP:0012653,Status asthmaticus,708090002,exact,,no
HP:0012668,Vasovagal syncope,234167006,narrow,,yes
HP:0012668,Vasovagal syncope,398652001,narrow,,yes
HP:0012668,Vasovagal syncope,398665005,narrow,,yes
HP:0012669,Carotid sinus syncope,51723007,exact,,no
HP:0012672,Akinetic mutism,53333005,exact,,no
HP:0012674,Aplasia of the lower vagina,253834007,exact,,no
HP:0012683,Pineal cyst,413099000,exact,,no
HP:0012701,Bowel urgency,71820002,exact,,no
HP:0012702,Tenesmus,267053000,narrow,,yes
HP:0012702,Tenesmus,6548007,narrow,,yes
HP:0012710,Ingrown nail,400097005,narrow,,yes
HP:0012710,Ingrown nail,400200009,narrow,,yes
HP:0012714,Severe hearing impairment,3561000119106,exact,,no
HP:0012720,Neoplasm of the nose,126669004,exact,,no
HP:0012721,Venous malformation,297222002,exact,,no
HP:0012722,Heart block,233916004,exact,,no
HP:0012723,Sinoatrial block,65778007,exact,,no
HP:0012724,Upper eyelid edema,700339006,exact,,no
HP:0012727,Thoracic aortic aneurysm,433068007,exact,,no
HP:0012730,Aglossia,74788000,exact,,no
HP:0012732,Anorectal anomaly,33225004,exact,,no
HP:0012733,Macule,112629002,exact,,no
HP:0012734,Ketotic hypoglycemia,20825002,exact,,no
HP:0012735,Cough,263731006,narrow,,yes
HP:0012735,Cough,272039006,narrow,,yes
HP:0012735,Cough,49727002,narrow,,yes
HP:0012737,Small intestinal polyp,399723004,exact,,no
HP:0012740,Papilloma,23730008,narrow,,yes
HP:0012740,Papilloma,711329002,narrow,,yes
HP:0012741,Unilateral cryptorchidism,268227001,exact,,no
HP:0012743,Abdominal obesity,248311001,broad,,yes
HP:0012744,Femoral aplasia,47276000,exact,,no
HP:0012745,Short palpebral fissure,246802000,exact,,no
HP:0012763,Paroxysmal dyspnea,59265000,exact,,no
HP:0012764,Orthopnea,62744007,exact,,no
HP:0012768,Neonatal asphyxia,28314004,narrow,,yes
HP:0012768,Neonatal asphyxia,413654009,narrow,,yes
HP:0012777,Retinal neoplasm,127002001,broad,,yes
HP:0012780,Neoplasm of the ear,363228008,exact,,no
HP:0012782,Perilobar nephrogenic rest,405935000,broad,,yes
HP:0012783,Intralobar nephrogenic rest,405934001,broad,,yes
HP:0012784,Perinephritis,111404004,exact,,no
HP:0012786,Recurrent cystitis,197853008,exact,,no
HP:0012797,Lymphatic vessel neoplasm,115236002,exact,,no
HP:0012798,Pulmonary lymphangiomyomatosis,73017001,exact,,no
HP:0012803,Anisometropia,3289004,exact,,no
HP:0012804,Corneal ulceration,91514001,broad,,yes
HP:0012819,Myocarditis,50920009,exact,,no
HP:0012824,Severity,103370009,exact,,no
HP:0012825,Mild,446411000124101,exact,severity,no
HP:0012826,Moderate,446421000124109,narrow,severity,yes
HP:0012826,Moderate,6736007,narrow,severity,yes
HP:0012828,Severe,24484000,exact,severity,no
HP:0012829,Profound,795002,exact,severity,no
HP:0012831,Laterality,272741003,exact,,no
HP:0012832,Bilateral,51440002,exact,laterality,no
HP:0012833,Unilateral,66459002,exact,laterality,no
HP:0012834,Right,264180000,exact,laterality,no
HP:0012835,Left,263795004,exact,laterality,no
HP:0012837,Generalized,60132005,exact,,no
HP:0012838,Localized,255471002,exact,,no
HP:0012839,Distal,46053002,exact,,no
HP:0012840,Proximal,40415009,exact,,no
HP:0012842,Skin appendage neoplasm,126489007,narrow,,yes
HP:0012842,Skin appendage neoplasm,55681005,narrow,,yes
HP:0012843,Hair follicle neoplasm,44155009,broad,,yes
HP:0012844,Trichilemmoma,274900003,narrow,,yes
HP:0012844,Trichilemmoma,46199002,narrow,,yes
HP:0012847,Epilepsia partialis continua,241006,exact,,no
HP:0012849,Small intestinal bleeding,70375006,exact,,no
HP:0012850,Small intestinal dysmotility,253768006,exact,,no
HP:0012851,Colonic stenosis,19132000,narrow,,yes
HP:0012851,Colonic stenosis,8543007,narrow,,yes
HP:0012853,Scrotal hypospadias,702462000,exact,,no
HP:0012859,Esophageal leukoplakia,89057003,exact,,no
HP:0012861,Ovotestis,18978002,broad,,yes
HP:0012864,Abnormal sperm morphology,236817003,exact,,no
HP:0012870,Vanishing testis,53599007,exact,,no
HP:0012871,Varicocele,46871008,narrow,,yes
HP:0012871,Varicocele,51070004,narrow,,yes
HP:0012873,Absent vas deferens,300506000,narrow,,yes
HP:0012873,Absent vas deferens,5286009,narrow,,yes
HP:0012873,Absent vas deferens,702610009,narrow,,yes
HP:0012875,Abnormal ejaculation,386674000,exact,,no
HP:0012876,Premature ejaculation,44001008,exact,,no
HP:0012877,Retrograde ejaculation,50112006,exact,,no
HP:0012878,Retarded ejaculation,15405008,exact,,no
HP:0012879,Anejaculation,248782001,narrow,,yes
HP:0012879,Anejaculation,42288005,narrow,,yes
HP:0012883,Fallopian tube cyst,59401005,exact,,no
HP:0012884,Fallopian tube torsion,46946009,exact,,no
HP:0012885,Fallopian tube duplication,48672005,exact,,no
HP:0012886,Hemorrhagic ovarian cyst,119420007,exact,,no
HP:0012887,Ovarian serous cystadenoma,119421006,exact,,no
HP:0012889,Cervical endometriosis,61640006,exact,,no
HP:0012905,Euryblepharon,400954002,exact,,no
HP:0020034,Diffuse,19648000,exact,,no
HP:0025004,Hallux rigidus,6654000,exact,,no
HP:0030002,Nocturnal lagophthalmos,417740005,exact,,no
HP:0030003,Paralytic lagophthalmos,59890007,exact,,no
HP:0030004,Cicatricial lagophthalmos,9042000,exact,,no
HP:0030005,Capillary leak,1608005,narrow,,yes
HP:0030005,Capillary leak,87730004,narrow,,yes
HP:0030007,EMG: positive sharp waves,251527008,exact,,no
HP:0030008,Cervical agenesis,37687000,exact,,no
HP:0030009,Cervical insufficiency,17382005,exact,,no
HP:0030010,Hydrometrocolpos,60023006,exact,,no
HP:0030011,Imperforate hymen,65937002,exact,,no
HP:0030015,Female anorgasmia,60103007,exact,,no
HP:0030016,Dyspareunia,71315007,exact,,no
HP:0030017,Vaginismus,79012001,exact,,no
HP:0030024,Pretragal ectopia,204245004,exact,,no
HP:0030028,Absent nasal cartilage,232381002,exact,,no
HP:0030033,Small finger,299058009,exact,,no
HP:0030038,Enchondroma,31186001,narrow,,yes
HP:0030038,Enchondroma,423699002,narrow,,yes
HP:0030041,Schmorl's node,45181002,exact,,no
HP:0030042,Incomplete ossification of pubis,373940002,exact,,no
HP:0030043,Hip subluxation,263057000,exact,,no
HP:0030048,Colpocephaly,253160006,exact,,no
HP:0030049,Brain abscess,441806004,exact,,no
HP:0030061,Neuroectodermal neoplasm,253096008,broad,,yes
HP:0030061,Neuroectodermal neoplasm,73676002,broad,,yes
HP:0030062,Craniopharyngioma,189179009,narrow,,yes
HP:0030062,Craniopharyngioma,40009002,narrow,,yes
HP:0030064,Neurocytoma,128858006,exact,,no
HP:0030065,Primitive neuroectodermal tumor,39781001,broad,,yes
HP:0030065,Primitive neuroectodermal tumor,55045006,narrow,,yes
HP:0030065,Primitive neuroectodermal tumor,699028006,narrow,,yes
HP:0030066,Ependymoblastoma,21589007,narrow,,yes
HP:0030066,Ependymoblastoma,715901002,narrow,,yes
HP:0030067,Peripheral primitive neuroectodermal neoplasm,253096008,broad,,yes
HP:0030067,Peripheral primitive neuroectodermal neoplasm,703707001,narrow,,yes
HP:0030067,Peripheral primitive neuroectodermal neoplasm,73676002,broad,,yes
HP:0030068,Olfactory esthesioneuroblastoma,422886007,narrow,,yes
HP:0030068,Olfactory esthesioneuroblastoma,68614005,narrow,,yes
HP:0030068,Olfactory esthesioneuroblastoma,76060004,narrow,,yes
HP:0030069,Primary central nervous system lymphoma,21964009,broad,,yes
HP:0030069,Primary central nervous system lymphoma,307649006,narrow,,yes
HP:0030070,Central primitive neuroectodermal tumor,39781001,broad,,yes
HP:0030071,Medulloepithelioma,39005004,narrow,,yes
HP:0030071,Medulloepithelioma,715903004,narrow,,yes
HP:0030072,Paranasal sinus neoplasm,126675008,exact,,no
HP:0030074,Chemodectoma,127028003,narrow,,yes
HP:0030074,Chemodectoma,30699005,narrow,,yes
HP:0030075,Ductal carcinoma in situ,109889007,narrow,,yes
HP:0030075,Ductal carcinoma in situ,278053004,narrow,,yes
HP:0030075,Ductal carcinoma in situ,373176000,narrow,,yes
HP:0030075,Ductal carcinoma in situ,86616005,narrow,,yes
HP:0030076,Lobular carcinoma in situ,109888004,exact,,no
HP:0030077,Bronchial neoplasm,126705004,exact,,no
HP:0030078,Lung adenocarcinoma,254626006,exact,,no
HP:0030079,Cervix cancer,363354003,exact,,no
HP:0030080,Burkitt lymphoma,118617000,narrow,,yes
HP:0030080,Burkitt lymphoma,22197008,narrow,,yes
HP:0030080,Burkitt lymphoma,277571004,narrow,,yes
HP:0030080,Burkitt lymphoma,397400006,narrow,,yes
HP:0030080,Burkitt lymphoma,77381001,narrow,,yes
HP:0030084,Clinodactyly,17268007,broad,,yes
HP:0030087,Abnormal circulating testosterone concentration,166458009,exact,,no
HP:0030127,Endometriosis,129103003,narrow,,yes
HP:0030127,Endometriosis,396224008,narrow,,yes
HP:0030142,Abnormal bowel sounds,60612008,exact,,no
HP:0030143,Hyperactive bowel sounds,18101008,exact,,no
HP:0030144,Hypoactive bowel sounds,15280003,exact,,no
HP:0030148,Heart murmur,414786004,narrow,,yes
HP:0030148,Heart murmur,421493004,narrow,,yes
HP:0030148,Heart murmur,88610006,narrow,,yes
HP:0030149,Cardiogenic shock,89138009,exact,,no
HP:0030151,Cholangitis,82403002,exact,,no
HP:0030153,Cholangiocarcinoma,312104005,narrow,,yes
HP:0030153,Cholangiocarcinoma,70179006,narrow,,yes
HP:0030154,Gallbladder perforation,25345001,exact,,no
HP:0030155,Scrotal pain,20502007,exact,,no
HP:0030156,Bence Jones Proteinuria,274771005,exact,,no
HP:0030157,Flank pain,247355005,exact,,no
HP:0030158,Cervical ectropion,61253004,narrow,,yes
HP:0030158,Cervical ectropion,79342006,narrow,,yes
HP:0030159,Cervical polyp,123841004,narrow,,yes
HP:0030159,Cervical polyp,65576009,narrow,,yes
HP:0030160,Cervicitis,37610005,exact,,no
HP:0030161,Vaginal pruritus,34363003,exact,,no
HP:0030164,Jaw claudication,43922008,exact,,no
HP:0030166,Night sweats,42984000,exact,,no
HP:0030169,Gastric varix,91109007,exact,,no
HP:0030171,Perirenal hematoma,197824007,exact,,no
HP:0030180,Oppenheim reflex,414949005,exact,,no
HP:0030186,Kinetic tremor,30721006,broad,,yes
HP:0030186,Kinetic tremor,609558009,narrow,,yes
HP:0030187,Titubation,78691002,exact,,no
HP:0030212,Collectionism,247968005,exact,,no
HP:0030213,Emotional dearth,6140007,exact,,no
HP:0030219,Semantic dementia,230288001,exact,course/temporality,no
HP:0030222,Visual agnosia,25762009,exact,,no
HP:0030223,Perseverative thought,44515000,exact,,no
HP:0030237,Hand muscle weakness,298283006,exact,,no
HP:0030242,Portal vein thrombosis,17920008,exact,,no
HP:0030243,Hepatic vein thrombosis,38739001,exact,,no
HP:0030248,Mesenteric venous thrombosis,95446005,exact,,no
HP:0030249,Enanthema,5862001,exact,,no
HP:0030260,Microphallus,276333003,exact,,no
HP:0030261,Absent penis,204908001,narrow,,yes
HP:0030261,Absent penis,59981001,narrow,,yes
HP:0030264,Webbed penis,253852007,exact,,no
HP:0030280,Rib gap,249705009,exact,,no
HP:0030283,Partial absence of the septum pellucidum,422474003,exact,,no
HP:0030318,Angular cheilitis,266429005,exact,,no
HP:0030345,Abnormal circulating luteinizing hormone concentration,166374003,exact,,no
HP:0030357,Small cell lung carcinoma,254632001,narrow,,yes
HP:0030357,Small cell lung carcinoma,254633006,narrow,,yes
HP:0030358,Non-small cell lung carcinoma,254637007,exact,,no
HP:0030359,Squamous cell lung carcinoma,254634000,exact,,no
HP:0030360,Large cell lung carcinoma,254629004,exact,,no
HP:0030392,Choroid plexus carcinoma,88252006,exact,,no
HP:0030393,Endolymphatic sac tumor,699817008,exact,,no
HP:0030394,Fallopian tube carcinoma,276870001,exact,,no
HP:0030404,Glucagonoma,128855009,narrow,,yes
HP:0030404,Glucagonoma,16424000,narrow,,yes
HP:0030404,Glucagonoma,302823005,narrow,,yes
HP:0030405,Pancreatic endocrine tumor,126864006,narrow,,yes
HP:0030405,Pancreatic endocrine tumor,128878003,narrow,,yes
HP:0030405,Pancreatic endocrine tumor,237596009,narrow,,yes
HP:0030405,Pancreatic endocrine tumor,399528006,narrow,,yes
HP:0030405,Pancreatic endocrine tumor,76345009,narrow,,yes
HP:0030407,Pineocytoma,255045009,narrow,,yes
HP:0030407,Pineocytoma,89096009,narrow,,yes
HP:0030408,Pineoblastoma,31671006,exact,,no
HP:0030409,Renal transitional cell carcinoma,408642003,exact,,no
HP:0030410,Sebaceous gland carcinoma,307599002,narrow,,yes
HP:0030410,Sebaceous gland carcinoma,54734006,narrow,,yes
HP:0030413,Squamous cell carcinoma of the tongue,276952000,exact,,no
HP:0030416,Vulvar neoplasm,126922007,exact,,no
HP:0030417,Squamous cell carcinoma of the vulva,254895003,exact,,no
HP:0030418,Vulvar melanoma,254896002,exact,,no
HP:0030419,Bartholin gland carcinoma,276876007,narrow,,yes
HP:0030419,Bartholin gland carcinoma,399533005,narrow,,yes
HP:0030421,Epididymal neoplasm,126902008,exact,,no
HP:0030423,Splenic cyst,79040006,exact,,no
HP:0030424,Epididymal cyst,43077002,narrow,,yes
HP:0030424,Epididymal cyst,49263001,narrow,,yes
HP:0030426,Ossifying fibroma,25603007,narrow,,yes
HP:0030426,Ossifying fibroma,302862001,narrow,,yes
HP:0030426,Ossifying fibroma,302863006,narrow,,yes
HP:0030426,Ossifying fibroma,80699009,narrow,,yes
HP:0030429,Juvenile nasopharyngeal angiofibroma,60392001,broad,,yes
HP:0030429,Juvenile nasopharyngeal angiofibroma,716590006,narrow,,yes
HP:0030430,Neuroma,25169009,narrow,,yes
HP:0030430,Neuroma,274089002,narrow,,yes
HP:0030430,Neuroma,443892003,narrow,,yes
HP:0030430,Neuroma,84116009,narrow,,yes
HP:0030431,Osteochondroma,307573009,narrow,,yes
HP:0030431,Osteochondroma,443093007,narrow,,yes
HP:0030431,Osteochondroma,52299001,narrow,,yes
HP:0030432,Chondroblastoma,9001003,exact,,no
HP:0030433,Osteoid osteoma,302859004,narrow,,yes
HP:0030433,Osteoid osteoma,71666005,narrow,,yes
HP:0030434,Pilomatrixoma,274901004,narrow,,yes
HP:0030434,Pilomatrixoma,44155009,broad,,yes
HP:0030436,Fibrofolliculoma,128683008,narrow,,yes
HP:0030436,Fibrofolliculoma,254699007,narrow,,yes
HP:0030437,Anal canal neoplasm,126850006,exact,,no
HP:0030442,Anal margin squamous cell carcinoma,255084004,exact,,no
HP:0030445,Pulmonary carcinoid tumor,254627002,exact,,no
HP:0030447,Merkel cell skin cancer,253001006,narrow,,yes
HP:0030447,Merkel cell skin cancer,254729005,narrow,,yes
HP:0030447,Merkel cell skin cancer,5052009,narrow,,yes
HP:0030448,Soft tissue sarcoma,2424003,broad,,yes
HP:0030448,Soft tissue sarcoma,269469005,broad,,yes
HP:0030448,Soft tissue sarcoma,424413001,broad,,yes
HP:0030448,Soft tissue sarcoma,424952003,broad,,yes
HP:0030449,Therapeutic abortion,386641000,exact,,no
HP:0030451,Mesenteric cyst,253802003,narrow,,yes
HP:0030451,Mesenteric cyst,27970007,narrow,,yes
HP:0030454,Abnormal electrooculogram,442770004,exact,,no
HP:0030499,Macular drusen,247154004,exact,,no
HP:0030502,Retinoschisis,44268007,exact,,no
HP:0030503,Macular telangiectasia,232024000,exact,,no
HP:0030511,Bradyopsia,711163009,exact,,no
HP:0030515,Moderately reduced visual acuity,397542006,exact,,no
HP:0030516,Homonymous hemianopia,34063005,exact,,no
HP:0030517,Heteronymous hemianopia,344104004,narrow,,yes
HP:0030517,Heteronymous hemianopia,345121001,narrow,,yes
HP:0030520,Binasal hemianopia,87278000,exact,,no
HP:0030521,Bitemporal hemianopia,61917005,exact,,no
HP:0030528,Paracentral scotoma,64418005,exact,,no
HP:0030529,Ring scotoma,129625005,exact,,no
HP:0030530,Arcuate scotoma,15462009,exact,,no
HP:0030553,Visual acuity no light perception,63063006,exact,,no
HP:0030642,Fundus albipunctatus,68222009,exact,,no
HP:0030645,Central,26216008,exact,,no
HP:0030646,Peripheral,14414005,exact,,no
HP:0030650,Focal,87017008,exact,,no
HP:0030651,Multifocal,524008,exact,,no
HP:0030655,Umbilical cord knot,237309005,exact,,no
HP:0030657,Umbilical cord hematoma,86256001,exact,,no
HP:0030658,Marginal umbilical cord insertion,51519001,exact,,no
HP:0030659,Velamentous cord insertion,77278008,exact,,no
HP:0030661,Vitreous snowballs,417393008,exact,,no
HP:0030664,Beevor's sign,61282003,exact,,no
HP:0030666,Retinal neovascularization,61267008,exact,,no
HP:0030667,Peripheral retinal neovascularization,247100001,exact,,no
HP:0030672,Asteroid hyalosis,95800001,exact,,no
HP:0030673,Erosive vitreoretinopathy,232064001,exact,,no
HP:0030683,Recurrent bacterial vaginosis,30800001,exact,,no
HP:0030688,Increased glucagon level,131106002,exact,,no
HP:0030689,Decreased glucagon level,131107006,exact,,no
HP:0030690,Gingival cleft,109622003,exact,,no
HP:0030692,Brain neoplasm,126952004,narrow,,yes
HP:0030692,Brain neoplasm,254935002,narrow,,yes
HP:0030693,Supratentorial neoplasm,127026004,broad,,yes
HP:0030693,Supratentorial neoplasm,359619007,broad,,yes
HP:0030693,Supratentorial neoplasm,47598005,broad,,yes
HP:0030694,Pineal parenchymal cell neoplasm,127026004,broad,,yes
HP:0030694,Pineal parenchymal cell neoplasm,359619007,broad,,yes
HP:0030694,Pineal parenchymal cell neoplasm,47598005,broad,,yes
HP:0030706,Ranula,14919007,exact,,no
HP:0030708,Myeloschisis,360530005,exact,,no
HP:0030709,Myelocystocele,203994003,broad,,yes
HP:0030709,Myelocystocele,414667000,broad,,yes
HP:0030710,Lipomeningocele,253120005,exact,,no
HP:0030712,Uterine synechiae,48236007,exact,,no
HP:0030713,Vein of Galen aneurysmal malformation,253194008,exact,,no
HP:0030715,Bronchial atresia,50513008,exact,,no
HP:0030716,Acrania,203923004,exact,,no
HP:0030717,Meconium peritonitis,57341009,exact,,no
HP:0030718,Right atrial enlargement,67751000119106,exact,laterality,no
HP:0030719,Unguarded tricuspid valve,253381001,exact,,no
HP:0030722,Ectopic liver,253813000,exact,,no
HP:0030724,Central nervous system cyst,277333006,exact,,no
HP:0030725,Neurenteric cyst,253127008,narrow,,yes
HP:0030725,Neurenteric cyst,41353005,narrow,,yes
HP:0030728,Meromelia,60220000,exact,,no
HP:0030731,Carcinoma,68453008,exact,,no
HP:0030736,Sacrococcygeal teratoma,281561000,exact,,no
HP:0030742,Glial remnants posterior to lens,370483001,exact,,no
HP:0030745,Dilatation of the ductus arteriosus,233990006,exact,,no
HP:0030746,Intraventricular hemorrhage,23276006,exact,,no
HP:0030748,Grade I preterm intraventricular hemorrhage,276650005,exact,,no
HP:0030752,Dacryocystocele,42758002,exact,,no
HP:0030754,Allantoic cyst,17234001,broad,,yes
HP:0030757,Tooth abscess,299709002,exact,,no
HP:0030760,Renal fibrosis,197660000,exact,,no
HP:0030764,Ochronosis,410042009,exact,,no
HP:0030765,Sleep terror,89675003,exact,,no
HP:0030766,Ear pain,16001004,narrow,,yes
HP:0030766,Ear pain,162356005,narrow,,yes
HP:0030767,Epignathus,31248004,exact,,no
HP:0030769,Exencephaly,84461004,exact,,no
HP:0030770,Craniorachischisis,32219008,exact,,no
HP:0030771,Mallet finger,64298006,exact,,no
HP:0030772,Proximal femoral focal deficiency,205211001,exact,,no
HP:0030773,Internuclear ophthalmoplegia,49823009,exact,,no
HP:0030774,Mitochondrial swelling,125429001,exact,,no
HP:0030779,Ethmocephaly,55709000,exact,,no
HP:0030784,Anomic aphasia,10325006,exact,,no
HP:0030786,Photopsia,56170001,exact,,no
HP:0030788,Impacted cerumen,18070006,exact,,no
HP:0030792,Jaw neoplasm,126634001,exact,,no
HP:0030799,Scaphocephaly,4191007,exact,,no
HP:0030802,Lower eyelid retraction,700264006,exact,,no
HP:0030804,Trachyonychia,69192004,exact,,no
HP:0030811,Tongue pain,30731004,exact,,no
HP:0030812,Enlarged tonsils,46689006,exact,,no
HP:0030813,Absent tonsils,249393008,narrow,,yes
HP:0030813,Absent tonsils,300277007,narrow,,yes
HP:0030816,Gingival recession,4356008,exact,,no
HP:0030818,Central nail canal,238718006,narrow,,yes
HP:0030818,Central nail canal,86393005,narrow,,yes
HP:0030825,Absent foveal reflex,247144003,exact,,no
HP:0030828,Wheezing,56018004,exact,,no
HP:0030829,Abnormal breath sound,301273002,exact,,no
HP:0030830,Crackles,48409008,exact,,no
HP:0030831,Rhonchi,24612001,exact,,no
HP:0030832,Vitreous strands,28167005,exact,,no
HP:0030833,Neck pain,81680005,exact,,no
HP:0030834,Shoulder pain,45326000,exact,,no
HP:0030835,Elbow pain,74323005,exact,,no
HP:0030836,Wrist pain,202482009,narrow,,yes
HP:0030836,Wrist pain,56608008,narrow,,yes
HP:0030837,Finger pain,18876004,exact,,no
HP:0030838,Hip pain,49218002,broad,,yes
HP:0030839,Knee pain,30989003,exact,,no
HP:0030840,Ankle pain,202490009,narrow,,yes
HP:0030840,Ankle pain,247373008,narrow,,yes
HP:0030841,Toe pain,285365001,exact,,no
HP:0030843,Cardiac amyloidosis,16573007,exact,,no
HP:0030847,Abnormal jugular venous pressure,62436006,exact,,no
HP:0030848,Elevated jugular venous pressure,22447003,exact,,no
HP:0030849,Hepatojugular reflux,72196001,exact,,no
HP:0030853,Heterotaxy,14821001,broad,,yes
HP:0030853,Heterotaxy,24614000,broad,,yes
HP:0030854,Scleral staphyloma,111534007,exact,,no
HP:0030855,Anterior staphyloma,231888000,exact,,no
HP:0030856,Posterior staphyloma,87819007,exact,,no
HP:0030858,Addictive behavior,32709003,exact,,no
HP:0030863,Nasal flaring,21558008,broad,,yes
HP:0030863,Nasal flaring,248568003,broad,,yes
HP:0030864,Intercostal retractions,6442005,exact,,no
HP:0030867,Vertical orbital dystopia,253243008,exact,,no
HP:0030868,Monorchism,87310001,exact,,no
HP:0030869,Anorchism,371015003,exact,,no
HP:0030876,Increased pulmonary capillary wedge pressure,30261008,exact,,no
HP:0030880,Raynaud phenomenon,266261006,exact,,no
HP:0030883,Femoroacetabular impingement,432473000,exact,,no
HP:0040009,Hyperparakeratosis,125554003,exact,,no
HP:0040019,Finger clinodactyly,17268007,broad,,yes
HP:0040049,Macular edema,37231002,exact,,no
HP:0040064,Abnormality of limbs,445144002,exact,,no
HP:0040075,Hypopituitarism,74728003,exact,,no
HP:0040088,Abnormal lymphocyte count,165534000,exact,,no
HP:0040097,Neoplasm of the ceruminal gland,403945001,narrow,,yes
HP:0040097,Neoplasm of the ceruminal gland,52707009,narrow,,yes
HP:0040113,Old-aged sensorineural hearing impairment,49526009,exact,,no
HP:0040115,Abnormal Eustachian tube morphology,204250005,exact,,no
HP:0040116,Aplasia of the Eustachian tube,75231006,exact,,no
HP:0040118,Stenosis of the Eustachian tube,80101003,exact,,no
HP:0040138,Mucinous histiocytosis,87412005,exact,,no
HP:0040139,Lipogranulomatosis,189099001,narrow,,yes
HP:0040139,Lipogranulomatosis,36279001,narrow,,yes
HP:0040139,Lipogranulomatosis,416439000,narrow,,yes
HP:0040142,Reduced circulating 5-oxoprolinase activity,26132002,exact,,no
HP:0040144,L-2-hydroxyglutaric aciduria,237961001,exact,,no
HP:0040148,Cortical myoclonus,698835006,exact,,no
HP:0040154,Acne inversa,59393003,exact,,no
HP:0040160,Generalized osteoporosis,64859006,broad,,yes
HP:0040162,Orthokeratosis,708474007,exact,,no
HP:0040165,Periostitis,41910004,exact,,no
HP:0040167,Facial papilloma,240533004,exact,,no
HP:0040171,Decreased serum testosterone concentration,131078003,exact,,no
HP:0040181,Chapped lip,16459000,narrow,,yes
HP:0040181,Chapped lip,238751002,narrow,,yes
HP:0040181,Chapped lip,248182008,narrow,,yes
HP:0040181,Chapped lip,402294001,narrow,,yes
HP:0040182,Inappropriate sinus tachycardia,425582007,exact,,no
HP:0040183,Encopresis,302690004,exact,,no
HP:0040184,Oral bleeding,22490002,exact,,no
HP:0040186,Maculopapular exanthema,247471006,narrow,,yes
HP:0040186,Maculopapular exanthema,47725002,narrow,,yes
HP:0040187,Neonatal sepsis,206376005,exact,,no
HP:0040188,Osteochondrosis,19579005,exact,,no
HP:0040189,Scaling skin,14411002,narrow,,yes
HP:0040189,Scaling skin,271767006,narrow,,yes
HP:0040192,APUdoma,253008000,narrow,,yes
HP:0040192,APUdoma,74926005,narrow,,yes
HP:0040195,Decreased head circumference,271611007,broad,,yes
HP:0040197,Encephalomalacia,58762006,exact,,no
HP:0040212,Risus sardonicus,64314006,exact,,no
HP:0040213,Hypopnea,386614005,exact,,no
HP:0040242,Muscle hemorrhage,95422003,exact,,no
HP:0040261,Increased size of nasopharyngeal adenoids,111591002,narrow,,yes
HP:0040261,Increased size of nasopharyngeal adenoids,276442006,narrow,,yes
HP:0040262,Glue ear,78868004,exact,,no
HP:0040264,Jaw pain,274667000,broad,,yes
HP:0040269,Blocked Eustachian tube,48145001,exact,,no
HP:0040274,Adenocarcinoma of the small intestine,424440001,exact,,no
HP:0040275,Adenocarcinoma of the large intestine,408645001,exact,,no
HP:0045005,Neural tube defect,253098009,broad,,yes
HP:0045014,Hypolipidemia,238090007,exact,,no
HP:0045029,Eosinophilic fasciitis,24129002,exact,,no
HP:0045038,Gastric lymphoma,276811008,exact,,no
HP:0045047,HbS hemoglobin,50095005,exact,,no
HP:0045054,Brachial plexus neuropathy,3548001,exact,,no
HP:0100001,Malignant mesothelioma,62064005,exact,,no
HP:0100002,Pleural mesothelioma,254645002,exact,,no
HP:0100003,Peritoneal mesothelioma,109853004,exact,,no
HP:0100006,Neoplasm of the central nervous system,126951006,exact,,no
HP:0100007,Neoplasm of the peripheral nervous system,126980002,exact,,no
HP:0100008,Schwannoma,404022001,narrow,,yes
HP:0100008,Schwannoma,985004,broad,,yes
HP:0100009,Intracranial meningioma,302820008,exact,,no
HP:0100010,Spinal meningioma,189167009,exact,,no
HP:0100012,Neoplasm of the eye,371486001,exact,,no
HP:0100013,Neoplasm of the breast,126926005,exact,,no
HP:0100014,Epiretinal membrane,133853005,narrow,,yes
HP:0100014,Epiretinal membrane,367649002,narrow,,yes
HP:0100015,Stahl ear,253252004,exact,,no
HP:0100017,Capsular cataract,204125003,exact,,no
HP:0100018,Nuclear cataract,53889007,exact,,no
HP:0100019,Cortical cataract,193576003,exact,,no
HP:0100021,Cerebral palsy,128188000,exact,,no
HP:0100022,Abnormality of movement,60342002,exact,,no
HP:0100026,Arteriovenous malformation,234141001,narrow,,yes
HP:0100026,Arteriovenous malformation,24551003,narrow,,yes
HP:0100027,Recurrent pancreatitis,233870001,broad,,yes
HP:0100027,Recurrent pancreatitis,234689009,broad,,yes
HP:0100027,Recurrent pancreatitis,235494005,broad,,yes
HP:0100028,Ectopic thyroid,214660000,exact,,no
HP:0100029,Lingual thyroid,129123002,narrow,,yes
HP:0100029,Lingual thyroid,21279007,narrow,,yes
HP:0100031,Neoplasm of the thyroid gland,127018007,exact,,no
HP:0100242,Sarcoma,2424003,broad,,yes
HP:0100242,Sarcoma,269469005,broad,,yes
HP:0100242,Sarcoma,424413001,broad,,yes
HP:0100242,Sarcoma,424952003,broad,,yes
HP:0100243,Leiomyosarcoma,443719001,narrow,,yes
HP:0100243,Leiomyosarcoma,51549004,narrow,,yes
HP:0100244,Fibrosarcoma,443250000,narrow,,yes
HP:0100244,Fibrosarcoma,53654007,narrow,,yes
